title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Agricultural and Environmental Letters,John Wiley & Sons Inc.,journal,AGRI;ENVI,"Management, Monitoring, Policy and Law;Agronomy and Crop Science;Soil Science",0.659,0.515,3.2,3.7,37,439,5,0.0,18,505,4,0.0,27,560,25,0.0
Agricultural and Food Economics,Springer Science and Business Media Deutschland GmbH,journal,ECON;AGRI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics;Food Science,1.32,0.780,6.0,5.5,32,908,2,0.0,52,1117,8,5.77,37,1159,27,16.22
Agricultural and Food Science,MTT Agrifood Research Finland,journal,AGRI,Food Science,0.559,0.372,1.6,2.5,25,973,8,0.0,18,933,7,0.0,13,739,11,0.0
Agricultural and Forest Entomology,Wiley-Blackwell Publishing Ltd,journal,AGRI,Agronomy and Crop Science;Insect Science;Forestry,0.82,0.525,3.1,3.6,56,1958,4,1.79,60,1967,12,0.0,70,1663,48,5.71
Agricultural and Forest Meteorology,Elsevier B.V.,journal,ENVI;AGRI;EART,Forestry;Agronomy and Crop Science;Global and Planetary Change;Atmospheric Science,1.541,1.677,10.2,10.3,404,31260,11,0.74,417,30508,32,1.68,373,29647,196,3.49
Agricultural and Resource Economics,Institute of Eastern European Research and Consulting,journal,BUSI;AGRI,"Agricultural and Biological Sciences (miscellaneous);Business, Management and Accounting (miscellaneous);Marketing",0.583,0.305,3.1,2.8,48,139,7,0.0,48,255,18,0.0,24,201,21,0.0
Agricultural and Resource Economics Review,Cambridge University Press,journal,ECON;AGRI,Agronomy and Crop Science;Economics and Econometrics,0.702,0.458,2.5,2.2,19,655,3,0.0,29,697,6,0.0,19,555,13,0.0
Agriculture (Pol'nohospodarstvo),Sciendo,journal,AGRI,Agronomy and Crop Science;Horticulture;Soil Science;Plant Science,0.345,0.220,1.9,1.9,16,244,8,25.0,16,257,13,0.0,0,233,0,0.0
Agriculture (Switzerland),Multidisciplinary Digital Publishing Institute (MDPI),journal,AGRI,Agronomy and Crop Science;Plant Science;Food Science,1.041,0.607,5.8,4.9,2172,11624,133,5.62,2276,20355,460,7.6,1853,25024,1353,7.23
Agriculture and Food Security,BioMed Central Ltd,journal,AGRI;ENVI,Agronomy and Crop Science;Ecology;Food Science,1.684,0.836,8.8,6.6,66,2158,5,12.12,45,2758,5,15.56,46,2788,35,19.57
Agriculture and Forestry,University of Montenegro,journal,AGRI;ENVI,Nature and Landscape Conservation;Soil Science;Agronomy and Crop Science;Food Science;Plant Science;Forestry,0.494,0.251,1.7,1.6,70,159,28,0.0,70,205,50,0.0,38,259,30,0.0
Agriculture and Human Values,Springer Science and Business Media B.V.,journal,AGRI;SOCI,"Agronomy and Crop Science;Geography, Planning and Development;Sociology and Political Science",1.567,1.100,7.0,6.7,96,4655,2,3.13,107,4671,21,3.74,159,4082,108,3.77
Agriculture and Natural Resources,Kasetsart University,journal,AGRI,Agricultural and Biological Sciences (all),0.321,0.196,1.4,1.1,120,1037,43,3.33,110,1120,78,3.64,55,1043,53,7.27
"Agriculture, Ecosystems and Environment",Elsevier B.V.,journal,AGRI;ENVI,Agronomy and Crop Science;Ecology;Animal Science and Zoology,1.673,1.744,11.4,11.7,376,37738,2,0.53,402,37473,14,2.24,373,35102,160,2.95
Agris On-line Papers in Economics and Informatics,Faculty of Economics and Management,journal,ECON;ENVI;SOCI;AGRI;COMP,"Geography, Planning and Development;Computer Science (miscellaneous);Management, Monitoring, Policy and Law;Agricultural and Biological Sciences (miscellaneous);Economics, Econometrics and Finance (miscellaneous)",0.326,0.232,1.9,2.2,40,481,10,0.0,40,495,21,0.0,30,353,26,0.0
Agrivita,University Of Brawijaya,journal,AGRI,Agronomy and Crop Science,0.692,0.256,1.7,2.2,58,442,23,1.72,54,535,25,1.85,54,464,49,7.41
AgroLife Scientific Journal,University of Agronomic Sciences and Veterinary Medicine of Bucharest,journal,AGRI,Agricultural and Biological Sciences (miscellaneous),0.197,0.172,0.8,0.8,65,77,30,6.15,60,144,42,0.0,20,130,18,0.0
Agroalimentaria,Centro de Investigaciones Agroalimentarias (CIAAL),journal,ECON;AGRI;SOCI,"Social Sciences (all);Economics, Econometrics and Finance (all);Food Science",0.048,0.109,0.3,0.4,24,50,20,0.0,19,43,18,0.0,6,40,6,0.0
Agrochimica,Pisa University Press,journal,AGRI,Agronomy and Crop Science;Soil Science;Food Science,0.171,0.158,1.1,0.6,21,241,12,0.0,22,247,17,0.0,0,193,0,0.0
Agrociencia,Colegio de Postgraduados,journal,AGRI;ENVI,Animal Science and Zoology;Environmental Science (all);Agronomy and Crop Science;Plant Science,0.208,0.148,0.6,0.5,66,938,42,0.0,71,841,50,0.0,51,654,49,0.0
Agroecology and Sustainable Food Systems,Taylor and Francis Ltd.,journal,AGRI;SOCI;ENER,"Renewable Energy, Sustainability and the Environment;Agronomy and Crop Science;Development",0.927,0.628,4.3,4.8,73,2800,11,12.33,77,2802,28,7.79,80,2531,67,10.0
Agroforestry Systems,Springer Science and Business Media B.V.,journal,AGRI,Agronomy and Crop Science;Forestry,0.857,0.508,4.4,5.3,94,7139,12,4.26,118,6213,20,8.47,204,5353,155,2.94
Agrokemia es Talajtan,Akademiai Kiado,journal,AGRI,Agronomy and Crop Science;Soil Science,0.105,0.151,0.8,0.4,17,57,10,5.88,8,49,7,12.5,6,52,6,16.67
Agronomia Colombiana,Universidad Nacional de Colombia,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science;Horticulture;Forestry,0.355,0.216,1.3,1.0,46,373,18,0.0,45,403,33,0.0,12,409,10,0.0
Agronomia Mesoamericana,Universidad de Costa Rica,journal,AGRI,Agronomy and Crop Science;Soil Science;Food Science,0.389,0.192,1.1,1.0,78,122,43,2.56,86,195,55,5.81,0,155,0,0.0
Agronomy,Multidisciplinary Digital Publishing Institute (MDPI),journal,AGRI,Agronomy and Crop Science,1.107,0.688,6.2,6.2,3209,27343,198,6.86,3076,40396,637,5.75,2443,45271,1846,5.61
Agronomy Journal,John Wiley & Sons Inc.,journal,AGRI,Agronomy and Crop Science,0.873,0.611,4.4,4.7,278,17018,35,2.16,243,16571,73,5.76,250,14272,185,5.2
Agronomy Research,Eesti Pollumajandusulikool,journal,AGRI,Agronomy and Crop Science,0.451,0.241,1.9,2.1,82,1450,27,0.0,114,1341,69,0.88,50,1101,46,0.0
Agronomy for Sustainable Development,Springer-Verlag Italia s.r.l.,journal,AGRI;ENVI,Environmental Engineering;Agronomy and Crop Science,2.112,1.629,12.3,10.7,119,12429,2,31.09,82,12966,9,18.29,52,11708,28,36.54
"Agrosystems, Geosciences and Environment",John Wiley and Sons Ltd,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Soil Science;Plant Science,0.635,0.413,1.9,2.6,94,531,18,2.13,113,677,52,1.77,120,834,98,4.17
Akademik Gida,Sidas Medya A.S.,journal,AGRI,Food Science,0.301,0.149,0.7,0.5,48,45,32,27.08,39,87,31,7.69,17,119,16,11.76
Alauda,Societe d'Etudes Ornithologiques,journal,AGRI,Animal Science and Zoology,0.539,0.190,0.4,0.5,28,136,25,3.57,30,124,27,3.33,24,96,24,0.0
Alcheringa,Taylor and Francis Ltd.,journal,AGRI;EART,"Paleontology;Ecology, Evolution, Behavior and Systematics",0.667,0.369,2.0,2.6,29,1163,8,0.0,41,1118,20,0.0,36,889,31,0.0
Algae,The Korean Society of Phycology,journal,AGRI,"Aquatic Science;Plant Science;Ecology, Evolution, Behavior and Systematics",0.736,0.722,4.3,5.1,26,763,3,7.69,22,683,8,9.09,10,596,6,0.0
Algal Research,Elsevier B.V.,journal,AGRI,Agronomy and Crop Science,1.078,0.954,8.3,9.4,336,15585,9,9.23,422,16082,45,7.82,438,16180,267,5.48
All Life,Taylor and Francis Ltd.,journal,BIOC;NEUR;AGRI;MEDI,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Neuroscience (all);Medicine (all)",0.354,0.266,2.4,2.1,108,1269,38,9.26,67,1339,32,20.9,47,1139,41,25.53
Allelopathy Journal,International Allelopathy Foundation,journal,AGRI,Agronomy and Crop Science;Plant Science,0.314,0.212,1.2,1.4,50,788,38,0.0,51,795,34,0.0,38,599,36,0.0
Allgemeine Forst- und Jagdzeitung,J.D. Sauerlander Verlag,journal,AGRI;ENVI,Ecology;Forestry,0.094,0.129,0.3,0.9,9,145,8,0.0,0,144,0,0.0,0,119,0,0.0
Alpine Botany,Springer Science and Business Media Deutschland GmbH,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",1.029,0.794,6.0,5.1,25,662,3,16.0,15,672,3,6.67,19,619,11,0.0
Alpine Entomology,Pensoft Publishers,journal,AGRI;ENVI,"Animal Science and Zoology;Ecology;Insect Science;Ecology, Evolution, Behavior and Systematics",0.538,0.264,1.0,1.3,16,39,9,0.0,21,47,11,4.76,9,59,8,0.0
Alytes,ISSCA,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",0.569,0.413,2.3,1.3,0,71,0,0.0,4,73,3,0.0,2,70,0,0.0
Ameghiniana,Asociacion Paleontologica Argentina,journal,AGRI;EART,"Paleontology;Ecology, Evolution, Behavior and Systematics",0.453,0.390,2.4,2.5,19,1313,4,0.0,33,1408,11,3.03,7,1195,7,0.0
American Biology Teacher,"National Association of Biology Teachers, Inc",journal,AGRI;SOCI,Education;Agricultural and Biological Sciences (miscellaneous);Agricultural and Biological Sciences (all),0.345,0.225,0.7,0.8,106,978,65,0.94,88,1030,74,0.0,52,889,52,3.85
American Entomologist,Oxford University Press,journal,AGRI,"Insect Science;Ecology, Evolution, Behavior and Systematics",0.115,0.169,0.6,0.5,49,640,42,0.0,49,608,45,0.0,39,522,39,0.0
American Fern Journal,American Fern Society,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.293,0.239,1.3,1.2,14,334,7,0.0,25,301,12,0.0,14,238,13,0.0
American Forests,American Forests,tradejournal,AGRI,Forestry,0,0.101,0.0,0.0,6,2,6,0.0,16,1,16,0.0,14,1,14,0.0
American Journal of Agricultural Economics,John Wiley & Sons Inc.,journal,ECON;AGRI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics,2.005,2.136,10.8,9.1,78,10987,3,0.0,65,10479,5,0.0,98,9129,49,0.0
American Journal of Animal and Veterinary Sciences,Science Publications,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.616,0.222,2.1,1.9,42,334,18,7.14,40,372,17,2.5,37,318,32,10.81
American Journal of Botany,John Wiley & Sons Inc.,journal,AGRI;BIOC,"Genetics;Plant Science;Ecology, Evolution, Behavior and Systematics",0.944,0.841,4.7,4.9,156,16807,19,2.56,160,15385,32,2.5,144,12913,116,2.08
American Journal of Enology and Viticulture,American Society for Enology and Viticulture,journal,AGRI,Horticulture;Food Science,0.878,0.455,3.6,3.8,28,3854,3,3.57,39,3492,14,0.0,20,2866,14,5.0
American Journal of Human Biology,Wiley-Liss Inc.,journal,MEDI;AGRI;SOCI;BIOC,"Genetics;Anatomy;Anthropology;Ecology, Evolution, Behavior and Systematics",0.848,0.646,4.0,4.8,183,4460,36,2.73,140,4392,56,2.14,183,3536,137,2.73
American Journal of Potato Research,Springer,journal,AGRI,Agronomy and Crop Science,0.688,0.378,2.3,3.4,26,2901,5,7.69,40,2310,18,10.0,35,2300,28,0.0
American Journal of Primatology,John Wiley & Sons Inc.,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.935,0.767,3.6,4.5,95,5971,9,10.53,108,5346,47,5.56,107,4226,69,4.67
American Malacological Bulletin,American Malacological Society,journal,AGRI,"Aquatic Science;Ecology, Evolution, Behavior and Systematics",0.416,0.162,1.3,1.0,6,442,4,0.0,0,441,0,0.0,0,400,0,0.0
American Midland Naturalist,University of Notre Dame,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",0.364,0.226,1.5,1.2,37,2296,15,0.0,0,2202,0,0.0,0,1616,0,0.0
American Naturalist,University of Chicago,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",1.001,1.273,4.5,5.4,158,22819,15,0.0,141,20962,31,0.71,102,17993,63,0.0
Amphibia - Reptilia,Brill Academic Publishers,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.819,0.488,1.7,3.1,42,1659,12,2.38,46,1699,27,2.17,35,1481,31,0.0
Amphibian and Reptile Conservation,Amphibian and Reptile Conservation,journal,AGRI;ENVI,"Nature and Landscape Conservation;Ecology;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.531,0.392,2.3,2.8,20,158,4,0.0,5,171,1,0.0,1,128,1,0.0
"Analele Universitatii din Oradea, Fascicula Biologie",University of Oradea Publishing House,journal,AGRI;BIOC,"Biotechnology;Genetics;Agronomy and Crop Science;Plant Science;Molecular Biology;Ecology, Evolution, Behavior and Systematics;Physiology",0.095,0.119,0.5,0.5,27,24,20,0.0,16,31,12,6.25,20,42,20,0.0
Anales del Jardin Botanico de Madrid,CSIC Consejo Superior de Investigaciones Cientificas,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.712,0.254,1.5,1.2,14,284,4,0.0,9,293,9,0.0,0,203,0,0.0
Analytical Science and Technology,Korea Society of Analytical Science,journal,PHAR;ENVI;MATE;CHEM;AGRI,Materials Chemistry;Analytical Chemistry;Agronomy and Crop Science;Food Science;Environmental Chemistry;Pharmacology,0.134,0.125,0.4,0.6,31,29,22,0.0,37,57,34,2.7,23,41,21,8.7
Anatomical Record,John Wiley & Sons Inc.,journal,MEDI;BIOC;AGRI,"Biotechnology;Histology;Anatomy;Ecology, Evolution, Behavior and Systematics",0.829,0.615,4.2,4.8,219,5785,37,3.2,259,5802,76,3.86,280,5106,181,1.79
Animal,Elsevier B.V.,journal,AGRI,Animal Science and Zoology,1.452,1.010,7.0,7.5,229,13806,15,13.54,294,14172,71,24.83,266,12846,191,10.9
Animal Behaviour,Academic Press,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",1.004,0.924,3.8,4.6,217,27180,21,4.15,187,25001,56,5.35,235,19880,178,3.83
Animal Biodiversity and Conservation,Museu de Ciencies Naturals de Barcelona,journal,AGRI;ENVI,Animal Science and Zoology;Nature and Landscape Conservation,0.697,0.418,1.9,2.0,27,730,10,0.0,24,720,15,4.17,16,604,14,0.0
Animal Biology,Brill Academic Publishers,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.417,0.273,2.1,2.1,32,979,8,0.0,27,1000,16,0.0,22,806,22,4.55
Animal Bioscience,Asian-Australasian Association of Animal Production Societies,journal,VETE;AGRI;BIOC,Genetics;Food Science;Animal Science and Zoology;Physiology;Veterinary (all),0.988,0.633,4.7,5.0,197,10687,22,3.55,186,10441,36,4.3,170,8959,106,7.65
Animal Biotechnology,Taylor and Francis Ltd.,journal,CENG;AGRI;BIOC,Bioengineering;Biotechnology;Animal Science and Zoology,0.718,0.432,3.8,2.9,187,1526,18,5.35,524,1773,107,4.2,98,1890,68,5.1
Animal Biotelemetry,BioMed Central Ltd,journal,PHYS;AGRI;COMP,Computer Networks and Communications;Signal Processing;Animal Science and Zoology;Instrumentation,0.836,0.739,4.2,4.2,39,843,6,0.0,44,820,12,2.27,30,874,26,6.67
Animal Cells and Systems,Taylor and Francis Ltd.,journal,AGRI;BIOC,"Biochemistry, Genetics and Molecular Biology (all);Animal Science and Zoology",0.585,0.633,4.3,4.5,41,763,7,4.88,41,769,8,21.95,44,755,34,18.18
Animal Cognition,Springer Science and Business Media Deutschland GmbH,journal,PSYC;AGRI,"Experimental and Cognitive Psychology;Ecology, Evolution, Behavior and Systematics",0.882,0.648,4.5,4.5,141,3994,12,6.38,160,3867,38,15.63,71,3481,61,4.23
Animal Diseases,BioMed Central Ltd,journal,VETE;AGRI;IMMU,Immunology and Microbiology (miscellaneous);Animal Science and Zoology;Virology;Veterinary (all),0.87,0.529,3.4,2.4,30,79,4,13.33,40,132,16,20.0,38,203,32,21.05
Animal Feed Science and Technology,Elsevier B.V.,journal,AGRI,Animal Science and Zoology,1.033,0.690,5.5,6.0,264,17764,23,5.68,211,16506,39,2.84,213,13739,146,3.29
Animal Frontiers,Oxford University Press,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,0.948,0.651,7.3,6.5,58,1860,10,13.79,65,2167,18,9.23,28,2026,20,7.14
Animal Genetics,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Genetics;Animal Science and Zoology,0.812,0.546,3.9,4.6,115,4673,16,3.48,99,4565,31,6.06,103,3744,72,8.74
Animal Health Research Reviews,Cambridge University Press,journal,AGRI,Animal Science and Zoology,1.239,0.867,8.6,6.7,12,1814,0,100.0,5,1705,2,80.0,0,1422,0,0.0
Animal Microbiome,BioMed Central Ltd,journal,VETE;AGRI;MEDI,Veterinary (miscellaneous);Microbiology (medical);Animal Science and Zoology;Agricultural and Biological Sciences (miscellaneous),1.037,1.126,8.1,7.2,69,753,0,5.8,66,1127,9,4.55,59,1191,41,3.39
Animal Migration,Walter de Gruyter GmbH,journal,AGRI;ENVI,"Animal Science and Zoology;Ecology;Ecology, Evolution, Behavior and Systematics",0.748,0.575,5.3,3.7,4,86,2,0.0,0,117,0,0.0,0,66,0,0.0
Animal Nutrition,KeAi Communications Co.,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,1.559,1.319,11.6,9.7,146,4020,5,19.86,149,4696,9,15.44,114,5236,44,16.67
Animal Production Research,University of Guilan,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all);Food Science,0.238,0.166,0.5,0.3,30,4,16,0.0,33,15,31,0.0,14,21,14,0.0
Animal Production Science,CSIRO,journal,AGRI,Animal Science and Zoology;Food Science,0.573,0.406,2.8,3.0,189,7368,47,11.64,168,6855,84,16.07,96,5800,88,10.42
Animal Reproduction,Colegio Brasileiro de Reproducao Animal,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.579,0.407,2.1,2.3,57,798,8,1.75,66,855,31,6.06,64,881,54,4.69
Animal Reproduction Science,Elsevier B.V.,journal,VETE;AGRI;BIOC,Animal Science and Zoology;Food Animals;Endocrinology,0.967,0.593,3.9,4.5,155,10113,18,5.81,103,9309,26,6.8,156,7919,121,22.44
Animal Science Journal,John Wiley and Sons Inc,journal,AGRI,Agricultural and Biological Sciences (all);Animal Science and Zoology;Food Science,0.671,0.522,3.0,3.8,125,4371,30,3.2,107,4045,52,0.93,101,3473,89,3.96
Animal Science Papers and Reports,Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences,journal,VETE;AGRI;BIOC,Genetics;Biotechnology;Animal Science and Zoology;Veterinary (all),0.301,0.219,1.9,1.6,32,455,14,6.25,26,446,16,3.85,21,312,18,0.0
Animal Sentience,WellBeing International,journal,AGRI;NEUR,Agricultural and Biological Sciences (miscellaneous);Neuroscience (miscellaneous),0.367,0.372,5.0,4.8,31,131,8,22.58,35,152,3,11.43,9,220,9,44.44
Animal Technology and Welfare,Institute of Animal Technology,journal,AGRI,Animal Science and Zoology,0.032,0.110,0.1,0.1,34,11,33,0.0,30,19,30,0.0,27,19,27,0.0
Animal Welfare,Universities Federation for Animal Welfare,journal,VETE;AGRI;BIOC,"Biochemistry, Genetics and Molecular Biology (all);Animal Science and Zoology;Veterinary (all)",0.404,0.342,2.4,2.3,47,2975,10,8.51,65,2862,25,3.08,34,2297,26,0.0
Animals,Multidisciplinary Digital Publishing Institute (MDPI),journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),1.039,0.698,4.8,4.9,3581,25441,339,9.3,3883,36087,1051,8.58,3042,41149,2381,8.68
Ankara Universitesi Veteriner Fakultesi Dergisi,Chartered Institution of Building Services Engineers,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.507,0.259,1.4,1.5,60,455,17,6.67,60,509,30,1.67,45,411,34,4.44
Annales Botanici Fennici,Finnish Zoological and Botanical Publishing Board,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.466,0.300,1.2,1.3,20,965,8,0.0,41,850,25,0.0,0,622,0,0.0
Annales Zoologici,Muzeum i Instytut Zoologii,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",1.008,0.505,1.5,1.6,44,632,18,0.0,59,686,38,0.0,35,517,33,0.0
Annales Zoologici Fennici,Finnish Zoological and Botanical Publishing Board,journal,AGRI;ENVI,"Nature and Landscape Conservation;Ecology;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.451,0.310,3.1,2.4,10,1447,2,0.0,1,1444,0,0.0,0,1196,0,0.0
Annales de la Societe Entomologique de France,Taylor and Francis Ltd.,journal,AGRI,"Insect Science;Ecology, Evolution, Behavior and Systematics",0.993,0.486,2.0,1.9,31,709,12,0.0,29,770,12,3.45,26,550,22,0.0
"Annales, Series Historia Naturalis","The Historical Society of Southern Primorska of Koper, Institute IRRIS for Research, Development and Strategies of Society, Culture and Environment",journal,AGRI,"Aquatic Science;Plant Science;Ecology, Evolution, Behavior and Systematics",0.402,0.216,0.7,0.7,45,79,33,0.0,45,67,37,0.0,10,66,10,0.0
Annali di Botanica,University of Rome La Sapienza,journal,AGRI,Plant Science,0.59,0.257,2.0,3.2,7,196,1,0.0,7,195,4,0.0,0,132,0,0.0
Annals of Agri Bio Research,Agri Bio Research Publishers,journal,AGRI,Agricultural and Biological Sciences (all),0.08,0.119,0.4,0.3,40,100,28,0.0,65,140,61,0.0,2,152,1,0.0
Annals of Agricultural Sciences,"Faculty of Agriculture, Ain-Shams University",journal,AGRI,Soil Science;Agronomy and Crop Science;Plant Science;Food Science;Animal Science and Zoology;Horticulture,2.11,0.979,7.4,12.6,24,2035,3,4.17,18,2091,7,5.56,8,1823,7,0.0
Annals of Agricultural and Environmental Medicine,Institute of Agricultural Medicine,journal,MEDI;AGRI;ENVI,"Public Health, Environmental and Occupational Health;Waste Management and Disposal;Ecology, Evolution, Behavior and Systematics",0.502,0.376,2.6,3.0,87,3251,18,13.79,108,3192,48,10.19,69,2555,59,8.7
