title,Author_count,Open_access,Unique_affiliations_count,citedby_count
Discerning the dynamics of urbanization-climate change-flood risk nexus in densely populated urban mega cities: An appraisal of efficient flood management through spatiotemporal and geostatistical rainfall analysis and hydrodynamic modeling,5,0,2,1
Enhancing flood risk assessment in urban areas by integrating hydrodynamic models and machine learning techniques,4,0,3,0
Predicting the risk of arsenic accumulation in soil-rice system in Asian monsoon region,5,0,2,0
A novel spatial prediction method for soil heavy metal based on unbiased conditional kernel density estimation,5,0,5,0
"Effects of environmental changes on soil respiration in arid, cold, temperate, and tropical zones",10,0,11,0
The need for carbon-emissions-driven climate projections in CMIP7,28,1,24,0
Revealing dominant patterns of aerosol regimes in the lower troposphere and their evolution from preindustrial times to the future in global climate model simulations,6,1,3,0
Processes and controls of regional floods over eastern China,4,1,1,0
"Corrigendum to ‘Machine-learning-based corrections of CMIP6 historical surface ozone in China during 1950–2014’ [Environ. Pollut. 357 (2024) 124397] (Environmental Pollution (2024) 357, (S0269749124011114), (10.1016/j.envpol.2024.124397))",8,0,3,0
Interpretable causal-based temporal graph convolutional network framework in complex spatio-temporal systems for CCUS-EOR,10,0,5,0
The relationship between maternal environmental temperature exposure and preterm birth: A Risk prediction based on machine learning,6,0,3,0
Integrating machine learning and parametric design for energy-efficient building cladding systems in arid climates: Sport hall in Kerman,4,0,3,0
Multi-region models built with machine and deep learning for predicting several heat-related health outcomes,4,1,3,1
An interpretable machine learning-based optimization framework for the optimal design of carbon dioxide to methane process,6,0,2,0
"Assessing spirlin Alburnoides bipunctatus (Bloch, 1782) as an early indicator of climate change and anthropogenic stressors using ecological modeling and machine learning",7,0,1,0
From data to harvest: Leveraging ensemble machine learning for enhanced crop yield predictions across Canada amidst climate change,2,1,1,2
Exploring the response and prediction of phytoplankton to environmental factors in eutrophic marine areas using interpretable machine learning methods,7,0,2,1
"Developing molecular classifiers to detect environmental stressors, smolt stages and morbidity in coho salmon, Oncorhynchus kisutch",8,1,4,0
From expansion to efficiency: Machine learning-based forecasting of Japan's building material stocks under demographic declines,5,0,3,0
"Modeling for sustainable groundwater management: Interdependence and potential complementarity of process-based, data-driven and system dynamics approaches",6,0,3,0
Smartphone-based hyperspectral imaging for ice sheet and proglacial applications in South-West Greenland,8,1,4,0
Major overlap in plant and soil organic carbon hotspots across Africa,8,1,6,0
"Interpretable prediction, classification and regulation of water quality: A case study of Poyang Lake, China",6,0,2,3
Determinants of carbon sequestration in thinned forests,4,0,2,0
Uncovering the financial impact of energy-efficient building characteristics with eXplainable artificial intelligence,2,1,2,0
Effective attention model for global sea surface temperature prediction,7,0,4,1
Enhancing high-resolution forest stand mean height mapping in China through an individual tree-based approach with close-range lidar data,16,1,6,0
Symptoms after Lyme disease: What’s past is prologue,1,1,1,0
Tweeting for change: social media narratives for sustainable service,4,0,4,0
Artificial intelligence and Eddy covariance: A review,5,1,4,0
Mapping agricultural tile drainage in the US Midwest using explainable random forest machine learning and satellite imagery,4,1,3,0
Shifting from traditional landslide occurrence modeling to scenario estimation with a “glass-box” machine learning,7,1,2,0
Exploring coral reef benefits: A systematic SEEA-driven review,4,1,3,1
Nonstationarity in the global terrestrial water cycle and its interlinkages in the Anthropocene,11,1,7,0
Unlocking Solutions: Innovative Approaches to Identifying and Mitigating the Environmental Impacts of Undocumented Orphan Wells in the United States,30,1,8,0
Enhancing the Predictability of Wintertime Energy Demand in The Netherlands Using Ensemble Model Prophet-LSTM,3,1,1,0
Spatial Variation and Stock Estimation of Soil Organic Carbon in Cropland in the Black Soil Region of Northeast China,4,1,3,0
"Integrating System Dynamics, Land Change Models, and Machine Learning to Simulate and Predict Ecosystem Carbon Sequestration Under RCP-SSP Scenarios: Fusing Land and Climate Changes",5,1,3,0
Identifying Alpine Lakes with Shoreline Features,8,1,5,0
Human Adaption to Climate Change: Marine Disaster Risk Reduction in the Era of Intelligence,2,1,1,0
Open Tool for Automated Development of Renewable Energy Communities: Artificial Intelligence and Machine Learning Techniques for Methodological Approach,3,1,1,0
Reconstruction of 30 m Land Cover in the Qilian Mountains from 1980 to 1990 Based on Super-Resolution Generative Adversarial Networks,11,1,3,0
Assessing Climate and Land-Use Change Scenarios on Future Desertification in Northeast Iran: A Data Mining and Google Earth Engine-Based Approach,6,1,3,0
Predicting the Duration of Forest Fires Using Machine Learning Methods,4,1,1,0
"The Effects of Anthropogenic Stressors on Above- and Belowground Phytochemical Diversity of the Wetland Grass, Phragmites australis",7,1,2,0
"Predicting Green Water Footprint of Sugarcane Crop Using Multi-Source Data-Based and Hybrid Machine Learning Algorithms in White Nile State, Sudan",8,1,7,0
Remote Sensing Techniques for Assessing Snow Avalanche Formation Factors and Building Hazard Monitoring Systems,6,1,2,0
Integrating Anthropogenic–Pesticide Interactions Into a Soil Health-Microbial Index for Sustainable Agriculture at Global Scale,14,0,5,0
Analysis of diurnal variation of vegetation photosynthesis in East Asia by fusing OCO⁃3 and Himawari⁃8,4,0,2,0
Optimization of Supercritical CO<inf>2</inf> Fracturing Based on Random Forest-Particle Swarm Optimization Model and Pre-existing Fracture Network,10,0,4,0
"Comprehensive evaluation of nine evapotranspiration products from remote sensing, gauge upscaling and land surface model over China",7,1,4,0
"Spatiotemporal evolution of water conservation function and its driving factors in the Huangshui River Basin, China",4,0,2,0
"Enhancing Pollen Prediction in Beijing, a Chinese Megacity: Leveraging Ensemble Learning Models for Greater Accuracy",10,1,6,0
"Transforming groundwater sustainability, management and development through deep learning",5,0,3,0
Predictive modeling of CO<inf>2</inf> capture efficiency using piperazine solutions: a comparative study of white-box algorithms,5,1,6,0
Will AI's huge energy demands spur a nuclear renaissance?,1,0,0,0
Enteric Methane Emission in Livestock Sector: Bibliometric Research from 1986 to 2024 with Text Mining and Topic Analysis Approach by Machine Learning Algorithms,5,1,1,0
Hydrology on Solid Grounds? Integration Is Key to Closing Knowledge Gaps Concerning Landscape Subsurface Water Storage Dynamics,20,1,13,0
Integrating Machine Learning and Genetic Algorithms to Optimize Building Energy and Thermal Efficiency Under Historical and Future Climate Scenarios,4,1,4,0
"Exploring Spatio-Temporal Dynamics of Future Extreme Precipitation, Runoff, and Flood Risk in the Hanjiang River Basin, China",6,1,4,0
Adapting to Climate Change with Machine Learning: The Robustness of Downscaled Precipitation in Local Impact Analysis,3,1,2,0
"A Spatial Landslide Risk Assessment Based on Hazard, Vulnerability, Exposure, and Adaptive Capacity",8,1,4,0
"Multi-Index Approach to Assess and Monitor Meteorological and Agricultural Drought in the Mediterranean Region: Case of the Upper Oum Er Rabia Watershed, Morocco",7,1,6,0
