title,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,publisher,citeScoreTracker_2024,citeScoreCurrentMetric_2023
Advances in Fuzzy Systems,journal,ENGI;MATH,Control and Systems Engineering;Computational Mathematics;Control and Optimization,0.965,0.298,14,498,3,0.0,9,513,2,0.0,6,334,3,0.0,Hindawi Publishing Corporation,3.2,4.1
Advances in Geo-Energy Research,journal,ENGI;EART;ENER,Geotechnical Engineering and Engineering Geology;Energy Engineering and Power Technology;Mechanics of Materials,1.98,1.565,58,1463,0,1.72,83,1634,3,6.02,60,1796,19,1.67,Yandy Scientific Press,11.0,12.3
Advances in Heat Transfer,bookseries,CENG;PHYS;ENGI,Condensed Matter Physics;Mechanical Engineering;Fluid Flow and Transfer Processes,3.947,0.424,7,1290,2,0.0,17,1210,9,0.0,11,1182,8,0.0,Elsevier Ltd,2.6,2.4
Advances in Imaging and Electron Physics,bookseries,PHYS;ENGI,Electrical and Electronic Engineering;Nuclear and High Energy Physics;Condensed Matter Physics,0,0.101,38,515,30,5.26,23,505,22,0.0,35,419,34,0.0,Academic Press Inc.,0.5,0.4
Advances in Industrial Control,bookseries,ENGI,Aerospace Engineering;Control and Systems Engineering;Automotive Engineering;Industrial and Manufacturing Engineering,0,0.112,68,289,57,0.0,44,283,40,0.0,19,222,15,0.0,Springer International Publishing AG,0.4,0.4
Advances in Industrial and Manufacturing Engineering,journal,ENGI,Industrial and Manufacturing Engineering;Mechanical Engineering;Engineering (miscellaneous);Mechanics of Materials,1.818,0.826,32,185,1,12.5,26,418,5,7.69,20,574,16,0.0,Elsevier B.V.,10.0,6.6
Advances in Manufacturing,journal,ENGI;MATE,Industrial and Manufacturing Engineering;Mechanical Engineering;Polymers and Plastics;Mechanics of Materials,1.665,1.065,38,1785,0,0.0,45,2030,4,0.0,74,1929,44,0.0,Springer Science + Business Media,10.2,9.1
Advances in Materials Science and Engineering,journal,ENGI;MATE,Engineering (all);Materials Science (all),0.78,0.456,944,12172,175,5.51,401,13602,276,3.99,66,12965,53,6.06,Hindawi Publishing Corporation,5.6,4.5
Advances in Materials and Processing Technologies,journal,ENGI;MATE,Industrial and Manufacturing Engineering;Materials Science (all);Mechanics of Materials,0.89,0.474,526,1020,70,7.6,113,1822,30,12.39,284,2410,159,12.68,Taylor and Francis Ltd.,4.5,3.9
Advances in Mechanical Engineering,journal,ENGI,Mechanical Engineering,0.732,0.405,399,9728,79,7.27,290,10490,96,6.9,281,9966,235,2.14,SAGE Publications Inc.,3.6,3.6
Advances in Mechanics,journal,ENGI;MATH,Mathematical Physics;Mechanical Engineering,0.948,0.428,28,380,4,57.14,23,453,7,47.83,15,460,11,100.0,li xue jin zhan bian ji bu,4.9,3.4
Advances in Military Technology,journal,ENGI,Civil and Structural Engineering;Mechanical Engineering;Aerospace Engineering;Automotive Engineering;Control and Systems Engineering,0.313,0.153,29,91,17,0.0,18,114,13,0.0,12,99,12,0.0,University of Defence,0.9,0.9
Advances in Nano Research,journal,CENG;PHYS;BIOC;MATE;ENGI,"Biotechnology;Catalysis;Ceramics and Composites;Mechanical Engineering;Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials;Electrical and Electronic Engineering;Fluid Flow and Transfer Processes",0.664,0.536,95,1018,35,0.0,67,1123,35,0.0,0,1068,0,0.0,Techno-Press,7.3,7.7
Advances in Natural Sciences: Nanoscience and Nanotechnology,journal,ENGI;MATE,Electrical and Electronic Engineering;Materials Science (all);Industrial and Manufacturing Engineering,0.486,0.369,67,2856,7,13.43,73,2986,22,8.22,73,2800,53,10.96,IOP Publishing Ltd.,3.1,3.8
Advances in Production Engineering And Management,journal,BUSI;PHYS;DECI;ENGI,Management of Technology and Innovation;Industrial and Manufacturing Engineering;Mechanical Engineering;Management Science and Operations Research;Nuclear and High Energy Physics,1.005,0.633,36,657,5,2.78,36,699,17,2.78,10,605,8,0.0,"Production Engineering Institute (PEI), University of Maribor",5.4,5.9
Advances in Radio Science,journal,ENGI,Electrical and Electronic Engineering,0.39,0.161,3,397,2,0.0,28,392,12,0.0,4,254,4,0.0,Copernicus Publications,1.4,0.9
Advances in Science and Technology Research Journal,journal,ENGI;ENVI;MATE;COMP,Environmental Science (miscellaneous);Engineering (all);Materials Science (miscellaneous);Computer Science (all),0.472,0.227,186,335,50,0.54,189,558,93,0.53,195,726,165,0.0,Politechnika Lubelska,1.9,1.6
"Advances in Science, Technology and Innovation",bookseries,ENGI;ENVI;ENER,"Architecture;Environmental Chemistry;Renewable Energy, Sustainability and the Environment",0.115,0.132,1387,1137,989,0.0,948,1601,802,0.0,1705,1711,1612,0.0,Springer International Publishing,0.6,0.7
Advances in Space Research,journal,PHYS;ENGI;EART,Earth and Planetary Sciences (all);Aerospace Engineering;Space and Planetary Science;Geophysics;Atmospheric Science;Astronomy and Astrophysics,1.221,0.663,609,18615,68,0.49,796,19013,153,0.5,970,17665,656,0.41,Elsevier Ltd,5.1,5.2
Advances in Structural Engineering,journal,ENGI,Building and Construction;Civil and Structural Engineering,1,0.695,221,5401,29,1.81,182,6022,45,4.95,206,5937,166,3.88,SAGE Publications Inc.,4.9,5.0
Advances in Systems Science and Applications,journal,ENGI,Engineering (all),0.493,0.208,52,149,26,0.0,51,175,39,0.0,26,108,25,0.0,International Institute for General Systems Studies,1.1,1.2
Advances in Technology Innovation,journal,ENVI;BUSI;ENER;ENGI;COMP,"Management of Technology and Innovation;Energy Engineering and Power Technology;Renewable Energy, Sustainability and the Environment;Engineering (all);Computer Science (all);Environmental Engineering",0.494,0.209,24,65,8,0.0,24,96,13,0.0,18,88,17,0.0,Taiwan Association of Engineering and Technology Innovation,1.4,1.9
Advances in Transportation Studies,journal,ENGI;SOCI,"Automotive Engineering;Transportation;Safety, Risk, Reliability and Quality;Civil and Structural Engineering",0.316,0.173,99,341,68,0.0,107,329,83,0.0,55,317,53,0.0,Aracne Editrice,1.0,1.0
Advances in Tribology,journal,ENGI;MATE,"Mechanical Engineering;Surfaces, Coatings and Films",1.311,0.244,0,321,0,0.0,5,296,1,0.0,7,272,4,28.57,Hindawi Limited,1.5,5.0
Advancing Microelectronics,journal,ENGI,Electrical and Electronic Engineering,0,0.106,162,45,145,0.0,232,36,225,0.0,9,58,9,0.0,IMAPS-International Microelectronics and Packaging Society,0.2,0.1
Aero Weaponry,journal,ENGI,Aerospace Engineering,0.592,0.191,98,192,54,0.0,100,235,71,1.0,30,220,30,3.33,Editorial Office of Aero Weaponry,1.2,1.2
Aeronautical Journal,journal,ENGI,Aerospace Engineering,0.952,0.462,91,2265,20,5.49,130,2402,50,4.62,121,2244,91,0.0,Cambridge University Press,3.5,3.7
Aerospace,journal,ENGI,Aerospace Engineering,1.146,0.552,849,3162,104,2.24,1033,5412,284,2.81,863,6557,693,2.9,Multidisciplinary Digital Publishing Institute (MDPI),3.7,3.4
Aerospace America,tradejournal,ENGI,Aerospace Engineering,0,0.100,69,69,66,0.0,64,59,62,0.0,45,53,44,0.0,American Institute of Aeronautics and Astronautics Inc. (AIAA),0.1,0.0
Aerospace Science and Technology,journal,ENGI,Aerospace Engineering,2.032,1.490,686,22541,21,1.17,627,26393,54,1.59,807,27035,533,1.12,Elsevier Masson s.r.l.,9.6,10.3
Aerospace Systems,journal,ENGI;EART,Computers in Earth Sciences;Mechanical Engineering;Aerospace Engineering;Space and Planetary Science;Control and Systems Engineering,0.805,0.258,60,130,16,11.67,63,244,24,9.52,94,311,74,8.51,Springer Nature,2.5,1.8
"African Journal of Research in Mathematics, Science and Technology Education",journal,MATH;PHYS;SOCI;ENGI;COMP,Education;Engineering (all);Physics and Astronomy (all);Mathematics (all);Computer Science Applications,0.784,0.359,22,345,10,0.0,28,347,20,0.0,25,295,21,0.0,Taylor and Francis Ltd.,1.5,2.0
"African Journal of Science, Technology, Innovation and Development",journal,ENGI;SOCI;COMP,Computer Networks and Communications;Development;Computer Science Applications;Civil and Structural Engineering,0.669,0.414,172,936,27,0.0,80,1178,22,0.0,69,1148,53,0.0,Taylor and Francis Ltd.,3.3,3.0
AgriEngineering,journal,ENGI;AGRI,Horticulture;Agronomy and Crop Science;Engineering (miscellaneous);Food Science,1.155,0.506,74,569,11,9.46,150,1002,30,8.67,198,1369,154,9.09,Multidisciplinary Digital Publishing Institute (MDPI),4.4,4.7
Agricultural Engineering International: CIGR Journal,journal,ENGI;AGRI;ENER,Agronomy and Crop Science;Automotive Engineering;Industrial and Manufacturing Engineering;Energy (miscellaneous),0.35,0.191,89,1232,46,0.0,86,1286,63,0.0,63,1032,58,0.0,International Commission of Agricultural and Biosystems Engineering,0.9,1.2
"Aibi, Revista de Investigacion Administracion e Ingenierias",journal,ENGI;COMP,Electrical and Electronic Engineering;Industrial and Manufacturing Engineering;Engineering (miscellaneous);Computer Science (miscellaneous),0.15,0.116,41,21,30,2.44,38,44,30,2.63,29,54,25,6.9,Universidad de Santander,0.4,0.4
Ain Shams Engineering Journal,journal,ENGI,Engineering (all),2.124,1.103,302,8828,6,5.96,424,11682,40,6.13,657,13323,302,6.24,Ain Shams University,11.8,10.8
Aircraft Engineering and Aerospace Technology,journal,ENGI,Aerospace Engineering,0.834,0.417,174,1921,37,4.6,168,2076,57,1.79,136,1913,109,3.68,Emerald Group Publishing Ltd.,2.8,3.2
Alexandria Engineering Journal,journal,ENGI,Engineering (all),1.854,0.989,951,18877,23,1.89,1179,23995,86,4.58,1007,27732,584,3.87,Elsevier B.V.,11.5,11.2
Allgemeine Vermessungs-Nachrichten,journal,ENGI;SOCI;EART,"Geography, Planning and Development;Earth and Planetary Sciences (miscellaneous);Civil and Structural Engineering",0.215,0.149,29,27,28,0.0,22,33,20,0.0,18,30,17,0.0,V D E Verlag GmbH,0.3,0.4
"American Society of Mechanical Engineers, Pressure Vessels and Piping Division (Publication) PVP",conferenceproceeding,ENGI,Mechanical Engineering,0.456,0.207,419,1626,331,0.0,405,1579,367,0.0,0,1420,0,0.0,American Society of Mechanical Engineers (ASME),0.5,0.5
Ammonia Plant Safety and Related Facilities,conferenceproceeding,CENG;ENGI,"Process Chemistry and Technology;Filtration and Separation;Industrial and Manufacturing Engineering;Safety, Risk, Reliability and Quality",0,0.101,0,18,0,0.0,35,11,35,0.0,34,10,34,0.0,American Institute of Chemical Engineers,0.0,0.0
Amoenitas,journal,ARTS;ENGI;SOCI,Architecture;Classics;Cultural Studies;History;Archeology (arts and humanities);Archeology,0,0.105,2,1,2,0.0,3,0,3,0.0,0,1,0,0.0,Fabrizio Serra Editore,0.0,0.1
Anales de Investigacion en Arquitectura,journal,ENGI;SOCI,"Architecture;Geography, Planning and Development;Urban Studies",0.351,0.105,28,1,22,3.57,18,4,16,0.0,17,8,17,0.0,Universidad ORT Uruguay,0.1,0.1
Analytical Methods,journal,CENG;ENGI;CHEM,Engineering (all);Analytical Chemistry;Chemical Engineering (all),0.632,0.504,598,22599,54,4.18,660,21835,149,6.67,699,20629,528,7.73,Royal Society of Chemistry,4.5,5.1
Annales des Telecommunications/Annals of Telecommunications,journal,ENGI,Electrical and Electronic Engineering,0.773,0.574,61,1233,15,0.0,53,1270,16,11.32,86,1081,61,3.49,Springer Paris,4.9,5.2
"Annals of ""Dunarea de Jos"" University of Galati, Fascicle XII, Welding Equipment and Technology",journal,ENGI,Mechanical Engineering,0.138,0.167,11,37,3,0.0,11,43,9,0.0,0,41,0,0.0,Galati University Press,1.2,0.8
Annals of 3D Printed Medicine,journal,ENGI;MEDI,Biomedical Engineering;Health Informatics,1.03,0.489,33,138,4,30.3,37,290,14,13.51,32,412,25,12.5,Elsevier Masson s.r.l.,6.6,4.7
Annals of Biomedical Engineering,journal,ENGI,Biomedical Engineering,1.184,0.751,154,15570,27,11.69,262,14954,43,9.16,317,13870,192,8.2,Springer,6.0,7.5
Annals of Emerging Technologies in Computing,journal,ENGI;COMP,Electrical and Electronic Engineering;Computer Science (all),0.868,0.317,25,261,6,12.0,32,324,18,15.63,23,269,18,4.35,International Association for Educators and Researchers (IAER),3.1,3.5
"Annals of the University Dunarea de Jos of Galati, Fascicle VI: Food Technology",journal,ENGI;AGRI,Industrial and Manufacturing Engineering;Food Science,0.221,0.232,26,182,10,7.69,26,207,18,3.85,13,190,13,7.69,Galati University Press,1.2,1.3
Annual IEEE Semiconductor Thermal Measurement and Management Symposium,conferenceproceeding,PHYS;ENGI,Instrumentation;Electrical and Electronic Engineering,1,0.250,0,544,0,0.0,21,606,19,0.0,16,409,14,0.0,Institute of Electrical and Electronics Engineers Inc.,0.2,0.1
Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings,conferenceproceeding,ENGI,Electrical and Electronic Engineering,0.415,0.340,1109,22202,289,0.0,1238,22638,856,0.0,0,18075,0,0.0,Institute of Electrical and Electronics Engineers Inc.,2.2,2.2
Annual Review of Biomedical Data Science,journal,ENGI;BIOC,"Cancer Research;Biomedical Engineering;Biochemistry, Genetics and Molecular Biology (miscellaneous);Genetics",1.483,3.034,18,399,0,100.0,22,568,2,100.0,19,643,13,100.0,Annual Reviews Inc.,12.1,11.1
Annual Review of Biomedical Engineering,journal,ENGI;MEDI,Biomedical Engineering;Medicine (miscellaneous),2.591,2.949,13,6880,0,100.0,17,6538,1,100.0,22,5648,5,77.27,Annual Reviews Inc.,18.3,18.8
"Annual Review of Control, Robotics, and Autonomous Systems",journal,ENGI;COMP,Human-Computer Interaction;Control and Systems Engineering;Engineering (miscellaneous);Artificial Intelligence,6.606,4.633,27,1496,0,100.0,18,2269,0,100.0,17,2150,8,100.0,Annual Reviews Inc.,26.2,28.3
Annual Review of Heat Transfer,bookseries,PHYS;ENGI;ENER,Mechanical Engineering;Energy Engineering and Power Technology;Condensed Matter Physics,0.599,0.381,21,289,10,0.0,8,241,4,0.0,0,238,0,0.0,Begell House Inc.,2.5,2.2
Annual Reviews in Control,journal,ENGI;COMP,Software;Control and Systems Engineering,4.225,3.095,52,5690,3,61.54,54,6487,10,62.96,38,6204,16,47.37,Elsevier Ltd,17.2,19.0
Anthropocene Coasts,journal,ENVI;ENGI;EART,Ocean Engineering;Oceanography;Waste Management and Disposal;Nature and Landscape Conservation,0.65,0.596,14,185,6,7.14,17,224,6,5.88,23,244,16,8.7,Springer International Publishing AG,3.1,3.8
Applications in Engineering Science,journal,ENGI,Mechanical Engineering;Computational Mechanics;Civil and Structural Engineering,0.878,0.484,42,174,11,0.0,39,268,15,0.0,36,365,21,0.0,Elsevier Ltd,3.9,3.6
Applied Artificial Intelligence,journal,ENGI;COMP,Artificial Intelligence;Electrical and Electronic Engineering,0.989,0.598,171,2315,12,7.02,107,3067,21,6.54,123,3232,94,6.5,Taylor and Francis Ltd.,6.6,5.2
Applied Computational Electromagnetics Society Journal,journal,PHYS;ENGI,Astronomy and Astrophysics;Electrical and Electronic Engineering,0.304,0.224,143,1240,75,0.0,123,1202,98,0.0,51,945,51,0.0,River Publishers,1.7,1.6
Applied Computational Intelligence and Soft Computing,journal,ENGI;COMP,Artificial Intelligence;Civil and Structural Engineering;Computer Networks and Communications;Computer Science Applications;Computational Mechanics,1.047,0.524,63,470,10,7.94,36,696,8,8.33,30,710,21,6.67,Hindawi Limited,7.5,6.1
Applied Computer Science,journal,ECON;ENGI;COMP,"Artificial Intelligence;Industrial and Manufacturing Engineering;Mechanical Engineering;Computer Science Applications;Economics, Econometrics and Finance (miscellaneous);Biomedical Engineering;Control and Systems Engineering;Information Systems",0.321,0.148,32,87,13,0.0,39,90,19,0.0,14,169,12,0.0,Polish Association for Knowledge Promotion,2.1,1.5
Applied Energy,journal,ENGI;ENVI;ENER,"Renewable Energy, Sustainability and the Environment;Mechanical Engineering;Energy (all);Building and Construction;Management, Monitoring, Policy and Law",2.411,2.820,1828,174757,11,1.2,1575,180973,35,0.06,2100,175985,710,0.0,Elsevier B.V.,18.2,21.2
Applied Engineering Letters,journal,ENGI;MATE;ENER,Engineering (all);Materials Science (all);Energy (all),0.567,0.190,20,101,3,0.0,20,191,4,0.0,15,230,11,0.0,Serbian Academic Center,2.7,1.6
Applied Engineering in Agriculture,journal,ENGI,Engineering (all),0.433,0.260,92,2759,29,0.0,64,2728,32,1.56,49,2224,45,0.0,American Society of Agricultural and Biological Engineers,2.0,1.8
Applied Ergonomics,journal,ENGI;SOCI;HEAL,"Human Factors and Ergonomics;Physical Therapy, Sports Therapy and Rehabilitation;Engineering (miscellaneous);Safety, Risk, Reliability and Quality",1.555,1.046,241,13160,9,6.64,183,13502,34,5.46,202,12674,112,7.43,Elsevier Ltd,6.9,7.5
Applied Geomatics,journal,EART;ENGI;SOCI;ENVI,"Environmental Science (miscellaneous);Geography, Planning and Development;Engineering (miscellaneous);Earth and Planetary Sciences (miscellaneous)",0.871,0.536,70,1117,8,0.0,65,1184,16,4.62,72,1194,51,1.39,Springer Verlag,5.0,5.4
Applied Mathematics and Mechanics,journal,ENGI;MATH,Mechanical Engineering;Applied Mathematics,0.559,0.248,121,208,76,0.0,131,239,114,0.0,87,243,84,3.45,Editorial Office of Applied Mathematics and Mechanics,1.2,1.2
Applied Mathematics and Mechanics (English Edition),journal,ENGI;MATH,Mechanical Engineering;Applied Mathematics;Mechanics of Materials,1.104,0.729,121,3982,7,0.0,125,4070,25,0.8,107,4314,81,0.0,Springer China,6.8,6.7
Applied Mathematics and Nonlinear Sciences,journal,ENGI;MATH;COMP,Modeling and Simulation;Engineering (miscellaneous);Applied Mathematics;Computer Science (all),0.354,0.250,201,784,51,0.5,681,735,486,0.0,4457,894,4154,0.0,Sciendo,0.4,2.9
Applied Mechanics,journal,ENGI,Engineering (miscellaneous),0.714,0.295,79,170,20,6.33,64,280,26,3.13,35,386,29,8.57,Multidisciplinary Digital Publishing Institute (MDPI),3.3,2.3
Applied Mechanics Reviews,journal,ENGI,Mechanical Engineering,5.078,2.908,11,5739,0,36.36,11,5848,0,18.18,8,5409,0,0.0,The American Society of Mechanical Engineers(ASME),23.7,28.2
Applied Nanoscience (Switzerland),journal,PHYS;BIOC;MATE;CHEM;ENGI,"Biotechnology;Atomic and Molecular Physics, and Optics;Physical and Theoretical Chemistry;Cell Biology;Electrical and Electronic Engineering;Materials Science (miscellaneous)",0.812,0.512,345,9040,39,4.35,675,9579,181,5.33,13,9274,2,7.69,Springer Science and Business Media Deutschland GmbH,7.1,7.1
Applied Ocean Research,journal,ENGI,Ocean Engineering,1.718,1.184,318,10985,9,0.31,300,12279,33,0.67,385,12054,252,1.04,Elsevier B.V.,8.2,8.7
Applied Optics,journal,PHYS;ENGI,"Atomic and Molecular Physics, and Optics;Engineering (miscellaneous);Electrical and Electronic Engineering",0.856,0.487,1468,58991,264,0.75,1312,56693,461,0.53,1036,46949,817,0.58,Optica Publishing Group,3.4,3.7
Applied Physics Express,journal,PHYS;ENGI,Engineering (all);Physics and Astronomy (all),0.817,0.487,353,11226,50,0.85,314,10626,104,0.0,185,9251,131,1.08,Japan Society of Applied Physics,4.3,4.8
Applied Science and Engineering Progress,journal,CENG;ENGI;MATE;COMP,Engineering (all);Materials Science (all);Computer Science (all);Chemical Engineering (all),0.903,0.430,69,390,16,15.94,84,706,36,13.1,83,547,59,7.23,King Mongkut's University of Technology North Bangkok (KMUTNB),4.9,4.7
Applied Sciences (Switzerland),journal,CENG;PHYS;MATE;ENGI;COMP,Engineering (all);Process Chemistry and Technology;Instrumentation;Materials Science (all);Computer Science Applications;Fluid Flow and Transfer Processes,0.924,0.508,13033,106809,1747,5.9,13318,149970,3862,6.25,9607,161817,7524,6.53,Multidisciplinary Digital Publishing Institute (MDPI),5.1,5.3
