Title,cover_date,authkey_word,Year
"Modeling the risk of Vibrio parahaemolyticus in oysters in Taiwan by considering seasonal variations, time periods, climate change scenarios, and post-harvest interventions",2023-12-01,Climate change | Elastic-net | Machine learning | Representative concentration pathways | Time-horizon | Vibrio parahaemolyticus infection,2023
A machine learning approach for resource mapping analysis of greenhouse gas removal technologies,2023-12-01,BECCS | Carbon capture and storage | Climate change mitigation | Machine learning | Negative emission technologies | Random forest,2023
Impact of historical pattern of human activities and natural environment on wetland in Heilongjiang River Basin,2023-12-01,Climate change | Driving mechanism | Heilongjiang River Basin | Human activities | Wetland change,2023
Machine learning in absorption-based post-combustion carbon capture systems: A state-of-the-art review,2023-12-01,Absorption-based carbon capture | Carbon capture and storage | Machine learning | Monoethanolamine | Post-combustion carbon capture | Solvent management,2023
Climate change impact on hurricane storm surge hazards in New York/New Jersey Coastlines using machine-learning,2023-12-01,,2023
Machine learning–based approach to predict ice meltdown in glaciers due to climate change and solutions,2023-12-01,Artificial Intelligence | Big Data | Climate change | Data science | Machine learning | Multivariate Linear Regression,2023
Potential impacts of future climate on the spatio-temporal variability of landslide susceptibility in Iran using machine learning algorithms and CMIP6 climate-change scenarios,2023-12-01,Climate change | CMIP6 | Iran | Landslide susceptibility | Machine learning,2023
Bacterial biogeography in China and its association to land use and soil organic carbon,2023-12-01,biogeography | land-use type | machine learning | soil organic carbon,2023
Systematic study on deep learning-based plant disease detection or classification,2023-12-01,Climate change | Deep Convolutional Neural Network | Deep Learning model | Plant pathology | Smart agriculture,2023
Changes in China’s river water quality since 1980: management implications from sustainable development,2023-12-01,,2023
Multi-scale mapping of Australia’s terrestrial and blue carbon stocks and their continental and bioregional drivers,2023-12-01,,2023
"What evidence exists on the performance of nature-based solutions interventions for coastal protection in biogenic, shallow ecosystems? A systematic map protocol",2023-12-01,Coastal hazards | Coastal resilience | Ecological engineering | Ecosystem-based adaptation | Green infrastructure | Living shoreline | Natural and nature-based feature | Natural infrastructure | Nature-based infrastructure,2023
"Eighteen years of upland grassland carbon flux data: reference datasets, processing, and gap-filling procedure",2023-12-01,,2023
Machine learning-based country-level annual air pollutants exploration using Sentinel-5P and Google Earth Engine,2023-12-01,,2023
China can be self-sufficient in maize production by 2030 with optimal crop management,2023-12-01,,2023
Short-term inflow forecasting in a dam-regulated river in Southwest Norway using causal variational mode decomposition,2023-12-01,,2023
Short-term forecasts of streamflow in the UK based on a novel hybrid artificial intelligence algorithm,2023-12-01,,2023
Deep generative model super-resolves spatially correlated multiregional climate data,2023-12-01,,2023
A multi-modal machine learning approach to detect extreme rainfall events in Sicily,2023-12-01,,2023
Global patterns and edaphic-climatic controls of soil carbon decomposition kinetics predicted from incubation experiments,2023-12-01,,2023
Reliability of electric vehicle charging infrastructure: A cross-lingual deep learning approach,2023-12-01,Charging infrastructure | Consumer behavior | Electric vehicles | Machine learning | Natural language processing | Public policy | Transformer algorithms,2023
Driving role of climatic and socioenvironmental factors on human brucellosis in China: machine-learning-based predictive analyses,2023-12-01,Climatic | Copula model | Extreme weather | Human brucellosis | Socioeconomics,2023
Understanding cycling mobility: Bologna case study,2023-12-01,Big data | Cycling mobility | Geo-referenced data analysis | Machine learning | Short-term mobility forecasting,2023
Climate change and Aedes albopictus risks in China: current impact and future projection,2023-12-01,Aedes albopictus | Observed climate change | Observed risks distribution | Projected future climate | Projected future risk distribution,2023
"Need for considering urban climate change factors on stroke, neurodegenerative diseases, and mood disorders studies",2023-12-01,Bioclimatology | Climate change | Neurodegenerative diseases | Neuroinflammation | Neuropathologies | Urban climate | Urban heat island,2023
A bibliometric review of geospatial analyses and artificial intelligence literature in agriculture,2023-12-01,Agriculture mapping | Artificial intelligence & machine learning | Bibliometric review | Networking view | Remote sensing,2023
Multifaceted applications of biochar in environmental management: a bibliometric profile,2023-12-01,Climate change mitigation | Contaminant remediation | Energy production | Soil improvement | Sustainable development | Waste management,2023
Online hate speech and emotions on Twitter: a case study of Greta Thunberg at the UN Climate Change Conference COP25 in 2019,2023-12-01,Climate Summit | Greta Thunberg | Hate | Machine learning | Sentiment | Social media,2023
"Pathways of degradation in rangelands in Northern Tanzania show their loss of resistance, but potential for recovery",2023-12-01,,2023
"Using an ensemble machine learning model to delineate groundwater potential zones in desert fringes of East Esna-Idfu area, Nile valley, Upper Egypt",2023-12-01,Groundwater potential map | Imbalanced dataset | Random forest | Variable importance,2023
Ecological niche model transferability of the white star apple (Chrysophyllum albidum G. Don) in the context of climate and global changes,2023-12-01,,2023
Identifying links between monsoon variability and rice production in India through machine learning,2023-12-01,,2023
"Eco-ISEA3H, a machine learning ready spatial database for ecometric and species distribution modeling",2023-12-01,,2023
A widely-used eddy covariance gap-filling method creates systematic bias in carbon balance estimates,2023-12-01,,2023
Intermediate water circulation drives distribution of Pliocene Oxygen Minimum Zones,2023-12-01,,2023
A performant deep learning model for sentiment analysis of climate change,2023-12-01,Climate change | Convolutional neural network | Sentiment analysis | Twitter,2023
Sustainable agriculture practices: Dealing with innovative plant disease management technologies in challenging farming environments,2023-11-27,Agricultural research | Disease management | Indoor farming | Intelligent systems | Outdoor farming | Sustainable agriculture,2023
Optimizing water resources with IoT and ML: A water management system,2023-11-27,,2023
Revolutionizing water quality monitoring: The smart tech frontier,2023-11-27,,2023
Antecedent Hydrometeorological Conditions of Wildfire Occurrence in the Western U.S. in a Changing Climate,2023-11-27,climate change | extreme events | hydroclimate | machine learning | wildfire,2023
Environmental sustainability performance assessment in relation to visibility in African regions with interpretable machine learning,2023-11-20,Air visibility | Environmental Kuznets curve | Shapley additive explanation algorithm | Sustainable development goals,2023
Full-coverage mapping high-resolution atmospheric CO<inf>2</inf> concentrations in China from 2015 to 2020: Spatiotemporal variations and coupled trends with particulate pollution,2023-11-20,Atmospheric CO2 | China | Full-coverage mapping | Machine-learning modeling | OCO-2 satellite | Spatiotemporal variation pattern,2023
Contemporary climate analogs project strong regional differences in the future water and electricity demand across US cities,2023-11-17,climate analogs | climate change impacts | statistical learning theory | urban infrastructure | water-energy nexus,2023
Single-Scattering Properties of Encapsulated Fractal Black Carbon Particles Computed Using the Invariant Imbedding T-Matrix Method and Deep Learning Approaches,2023-11-16,black carbon | inhomogeneous | light scattering | machine learning | nonsphericity | T-matrix,2023
Optimal configuration of double carbon energy system considering climate change,2023-11-15,Carbon neutrality | Carbon peaking | Climate change | Integrated energy system | Integrated machine learning,2023
